Code,Info,Hospital Outpatient Price
25670,"Open treatment of radiocarpal or intercarpal dislocation, 1 or more bones (25670)","$1,484"
25671,Percutaneous skeletal fixation of distal radioulnar dislocation (25671),$723
25675,Closed treatment of distal radioulnar dislocation with manipulation (25675),$128
25676,"Open treatment of distal radioulnar dislocation, acute or chronic (25676)","$1,489"
25680,"Closed treatment of trans-scaphoperilunar type of fracture dislocation, with manipulation (25680)",$151
25685,Open treatment of trans-scaphoperilunar type of fracture dislocation (25685),"$1,509"
25690,"Closed treatment of lunate dislocation, with manipulation (25690)",$405
25695,Open treatment of lunate dislocation (25695),"$1,489"
25800,"Arthrodesis, wrist; complete, without bone graft (includes radiocarpal and/or intercarpal and/or carpometacarpal joints) (25800)","$1,508"
25805,"Arthrodesis, wrist; with sliding graft (25805)","$1,531"
25810,"Arthrodesis, wrist; with iliac or other autograft (includes obtaining graft) (25810)","$1,804"
25820,"Arthrodesis, wrist; limited, without bone graft (eg, intercarpal or radiocarpal) (25820)","$1,492"
25825,"Arthrodesis, wrist; with autograft (includes obtaining graft) (25825)","$1,521"
25830,"Arthrodesis, distal radioulnar joint with segmental resection of ulna, with or without bone graft (eg, sauve-kapandji procedure) (25830)",$null
25907,"Amputation, forearm, through radius and ulna; secondary closure or scar revision (25907)",$null
25922,Disarticulation through wrist; secondary closure or scar revision (25922),$435
25929,Transmetacarpal amputation; secondary closure or scar revision (25929),$466
25931,Transmetacarpal amputation; re-amputation (25931),$774
26010,Drainage of finger abscess; simple (26010),$null
26011,"Drainage of finger abscess; complicated (eg, felon) (26011)",$344
26020,"Drainage of tendon sheath, digit and/or palm, each (26020)",$727
26025,"Drainage of palmar bursa; single, bursa (26025)",$700
26030,Drainage of palmar bursa; multiple bursa (26030),$714
26034,"Incision, bone cortex, hand or finger (eg, osteomyelitis or bone abscess) (26034)",$416
26035,"Decompression fingers and/or hand, injection injury (eg, grease gun) (26035)
Decompressive fasciotomy, hand (excludes 26035) (26037)",$787
26037,"Decompressive fasciotomy, hand (excludes 26035) (26037)",$728
26040,"Fasciotomy, palmar (eg, dupuytren's contracture); percutaneous (26040)",$369
26045,"Fasciotomy, palmar (eg, dupuytren's contracture); open, partial (26045)",$711
26055,"Tendon sheath incision (eg, for trigger finger) (26055)",$364
26060,"Tenotomy, percutaneous, single, each digit (26060)",$357
26070,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; carpometacarpal joint (26070)",$371
26075,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; metacarpophalangeal joint, each (26075)",$684
26080,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; interphalangeal joint, each (26080)",$386
26100,"Arthrotomy with biopsy; carpometacarpal joint, each (26100)",$684
26105,"Arthrotomy with biopsy; metacarpophalangeal joint, each (26105)",$685
26110,"Arthrotomy with biopsy; interphalangeal joint, each (26110)",$371
26111,"Excision, tumor or vascular malformation, soft tissue of hand or finger, subcutaneous; 1.5 cm or greater (26111)",$391
26113,"Excision, tumor, soft tissue, or vascular malformation, of hand or finger, subfascial (eg, intramuscular); 1.5 cm or greater (26113)",$417
26115,"Excision, tumor or vascular malformation, soft tissue of hand or finger, subcutaneous; less than 1.5 cm (26115)",$374
26116,"Excision, tumor, soft tissue, or vascular malformation, of hand or finger, subfascial (eg, intramuscular); less than 1.5 cm (26116)",$413
26117,"Radical resection of tumor (eg, sarcoma), soft tissue of hand or finger; less than 3 cm (26117)",$689
26118,"Radical resection of tumor (eg, sarcoma), soft tissue of hand or finger; 3 cm or greater (26118)",$748
26121,"Fasciectomy, palm only, with or without z-plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft) (26121)",$736
26123,"Fasciectomy, partial palmar with release of single digit including proximal interphalangeal joint, with or without z-plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft); (26123)",$783
26130,"Synovectomy, carpometacarpal joint (26130)",$710
26135,"Synovectomy, metacarpophalangeal joint including intrinsic release and extensor hood reconstruction, each digit (26135)",$726
26140,"Synovectomy, proximal interphalangeal joint, including extensor reconstruction, each interphalangeal joint (26140)",$408
26145,"Synovectomy, tendon sheath, radical (tenosynovectomy), flexor tendon, palm and/or finger, each tendon (26145)",$409
26160,"Excision of lesion of tendon sheath or joint capsule (eg, cyst, mucous cyst, or ganglion), hand or finger (26160)",$369
26170,"Excision of tendon, palm, flexor or extensor, single, each tendon (26170)",$388
26180,"Excision of tendon, finger, flexor or extensor, each tendon (26180)",$396
26185,"Sesamoidectomy, thumb or finger (separate procedure) (26185)",$418
26200,Excision or curettage of bone cyst or benign tumor of metacarpal; (26200),$396
26205,Excision or curettage of bone cyst or benign tumor of metacarpal; with autograft (includes obtaining graft) (26205),"$1,484"
26210,"Excision or curettage of bone cyst or benign tumor of proximal, middle, or distal phalanx of finger; (26210)",$396
26215,"Excision or curettage of bone cyst or benign tumor of proximal, middle, or distal phalanx of finger; with autograft (includes obtaining graft) (26215)",$729
26230,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis); metacarpal (26230)",$716
26235,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis); proximal or middle phalanx of finger (26235)",$404
26236,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis); distal phalanx of finger (26236)",$394
26250,"Radical resection of tumor, metacarpal (26250)",$827
26260,"Radical resection of tumor, proximal or middle phalanx of finger (26260)",$774
26262,"Radical resection of tumor, distal phalanx of finger (26262)",$432
26320,Removal of implant from finger or hand (26320),$378
26340,"Manipulation, finger joint, under anesthesia, each joint (26340)",$378
26341,"Manipulation, palmar fascial cord (ie, dupuytren's cord), post enzyme injection (eg, collagenase), single cord (26341)",$59
26350,"Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); primary or secondary without free graft, each tendon (26350)",$764
26352,"Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); secondary with free graft (includes obtaining graft), each tendon (26352)","$1,528"
26356,"Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath (eg, no man's land); primary, without free graft, each tendon (26356)",$774
26357,"Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath (eg, no man's land); secondary, without free graft, each tendon (26357)",$793
26358,"Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath (eg, no man's land); secondary, with free graft (includes obtaining graft), each tendon (26358)","$1,558"
26370,"Repair or advancement of profundus tendon, with intact superficialis tendon; primary, each tendon (26370)",$771
26372,"Repair or advancement of profundus tendon, with intact superficialis tendon; secondary with free graft (includes obtaining graft), each tendon (26372)","$1,544"
26373,"Repair or advancement of profundus tendon, with intact superficialis tendon; secondary without free graft, each tendon (26373)",$791
26390,"Excision flexor tendon, with implantation of synthetic rod for delayed tendon graft, hand or finger, each rod (26390)","$1,537"
26392,"Manipulation, finger joint, under anesthesia, each joint (26340)
Transurethral resection; residual or regrowth of obstructive prostate tissue including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included) (52630)
Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; dual lead system (33263)
Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath (eg, no man's land); primary, without free graft, each tendon (26356)
Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); primary or secondary without free graft, each tendon (26350)
Removal of implant from finger or hand (26320)
Brachytherapy source, stranded, iodine-125, per source (C2638)
Percutaneous lysis of epidural adhesions using solution injection (eg, hypertonic saline, enzyme) or mechanical means (eg, catheter) including radiologic localization (includes contrast when administered), multiple adhesiolysis sessions; 2 or more days (62263)
Brachytherapy source, non-stranded, iodine-125, per source (C2639)
Manipulation, palmar fascial cord (ie, dupuytren's cord), post enzyme injection (eg, collagenase), single cord (26341)
Repair or advancement of profundus tendon, with intact superficialis tendon; primary, each tendon (26370)
Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); secondary with free graft (includes obtaining graft), each tendon (26352)
Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath (eg, no man's land); secondary, without free graft, each tendon (26357)
Repair, tendon or muscle, flexor, forearm and/or wrist; secondary, single, each tendon or muscle (25263)
Repair or advancement, flexor tendon, in zone 2 digital flexor tendon sheath (eg, no man's land); secondary, with free graft (includes obtaining graft), each tendon (26358)
Repair or advancement of profundus tendon, with intact superficialis tendon; secondary with free graft (includes obtaining graft), each tendon (26372)
Excision flexor tendon, with implantation of synthetic rod for delayed tendon graft, hand or finger, each rod (26390)
Removal of synthetic rod and insertion of flexor tendon graft, hand or finger (includes obtaining graft), each rod (26392)
Brachytherapy source, non-stranded, high activity, iodine-125, greater than 1.01 mci (nist), per source (C2634)
Repair or advancement of profundus tendon, with intact superficialis tendon; secondary without free graft, each tendon (26373)
Intramuscular autologous bone marrow cell therapy, with preparation of harvested cells, multiple injections, one leg, including ultrasound guidance, if performed; complete procedure including unilateral or bilateral bone marrow harvest (0263T)
Endoscopic retrograde cholangiopancreatography (ercp); with pressure measurement of sphincter of oddi (43263)
(D4263)
Brachytherapy source, non-stranded, high activity, palladium-103, greater than 2.2 mci (nist), per source (C2635)
Brachytherapy linear source, non-stranded, palladium-103, per 1 mm (C2636)","$1,561"
